lhs	op	rhs	label	est	se	z	pvalue	std.lv	std.all	std.nox
Belong	=~	sbvalued		1	0	NA	NA	0.666899305133885	0.867445525367095	0.867445525367095
Belong	=~	sbmyself		0.981747670424636	0.013432987963705	73.0848321369192	0	0.654726839223001	0.837099452863738	0.837099452863738
Belong	=~	sbcommunity		1.00521095170913	0.012950177727649	77.6214020262423	0	0.670374485207792	0.880654122193352	0.880654122193352
Gains	=~	pganalyze		1	0	NA	NA	0.519984408410713	0.7263032500079	0.7263032500079
Gains	=~	pgthink		1.0179220251727	0.0195875021243467	51.9679343854395	0	0.529303582067663	0.794132156517221	0.794132156517221
Gains	=~	pgwork		1.00677770010254	0.0203599997573388	49.4488070776941	0	0.52350870678892	0.747902602296985	0.747902602296985
Gains	=~	pgvalues		0.998783075907314	0.0212525190277368	46.9959854925337	0	0.519351626856297	0.710701435979907	0.710701435979907
Gains	=~	pgprobsolve		0.998651878074913	0.0198600315506486	50.2845061211545	0	0.519283406029031	0.766822911322032	0.766822911322032
SupportEnv	=~	SEacademic		1	0	NA	NA	0.609467046357023	0.827378380473014	0.827378380473014
SupportEnv	=~	SEwellness		1.02180455887332	0.0152626631803117	66.9479858660196	0	0.622756206450666	0.820698302761911	0.820698302761911
SupportEnv	=~	SEnonacad		1.01155291824833	0.0162259374134635	62.3417243930072	0	0.616508169318634	0.778561577077867	0.778561577077867
SupportEnv	=~	SEactivities		0.968278125829095	0.0165921387603841	58.3576439308106	0	0.590133609401172	0.741286180710075	0.741286180710075
SupportEnv	=~	SEdiverse		1.00545609791509	0.0158282539325415	63.5228688015907	0	0.612792358237969	0.790491461087299	0.790491461087299
Satisf	=~	sameinst		1	0	NA	NA	0.567673735612562	0.866784442226323	0.866784442226323
Satisf	=~	evalexp		0.991876323246216	0.0272100551276453	36.4525657369386	0	0.563062137682832	0.85199910753129	0.85199910753129
DevAdj	=~	Belong		1	0	NA	NA	0.432300361574738	0.432300361574738	0.432300361574738
DevAdj	=~	Gains		0.476364419892846	0.033512923500287	14.2143498727817	0	0.264116089334554	0.264116089334554	0.264116089334554
DevAdj	=~	SupportEnv		0.899932052549908	0.0446248827679617	20.1665975735854	0	0.42570167150933	0.42570167150933	0.42570167150933
DevAdj	=~	Satisf		0.909895246082406	0.0447325394682024	20.3407912204313	0	0.462102649251483	0.462102649251483	0.462102649251483
EmoDiss	=~	MHWdacad		1	0	NA	NA	0.983156592063202	0.903845280017129	0.903845280017129
EmoDiss	=~	MHWdlonely		1.00491025484002	0.00949167363721471	105.87282003671	0	0.987984141477873	0.925479394633604	0.925479394633604
EmoDiss	=~	MHWdmental		0.99843126277935	0.00901723602861942	110.724756412106	0	0.981614277723505	0.938580287762521	0.938580287762521
EmoDiss	=~	MHWdexhaust		1.01245712021709	0.00926590366024686	109.266959526117	0	0.995403891922761	0.93291052522819	0.93291052522819
EmoDiss	=~	MHWdsleep		1.00452309760314	0.00977658765152081	102.747823004163	0	0.987603505288276	0.914571072272186	0.914571072272186
EmoDiss	=~	MHWdfinancial		1.00219072657611	0.0113775645332362	88.0848202309472	0	0.985310419337916	0.858665773481944	0.858665773481944
QualEngag	=~	QIadmin		1	0	NA	NA	0.98039909179669	0.887797749640003	0.887797749640003
QualEngag	=~	QIstudent		0.992557903870308	0.0106411246265414	93.2756582320856	0	0.973102867510077	0.895453282474708	0.895453282474708
QualEngag	=~	QIadvisor		1.00155381608033	0.0100818986213494	99.3417860758333	0	0.981922451670662	0.920646143491695	0.920646143491695
QualEngag	=~	QIfaculty		1.0068915836807	0.00979878991246196	102.756727379178	0	0.987155594178285	0.932469794791267	0.932469794791267
QualEngag	=~	QIstaff		1.00134143409831	0.0102417187671585	97.7708387491805	0	0.981714232568378	0.913165023071568	0.913165023071568
EmoDiss	~	x_FASt	a1	0.127973603178707	0.0467798192422203	2.73565835122353	0.00622556248439121	0.130166042939455	0.05739102758397	0.130166042939455
EmoDiss	~	XZ_c	a1z	0.021243431086461	0.0168555276517919	1.26032429985676	0.207552397458429	0.0216073728823611	0.0267574898392026	0.0216073728823611
EmoDiss	~	cohort	g1	0.00417130754944589	0.0282031717534237	0.147902072359628	0.882420052689433	0.00424277025971233	0.00212089019539718	0.00424277025971233
EmoDiss	~	hgrades_c		-0.0245312167550366	0.0147613141091289	-1.66185859698396	0.0965411299034451	-0.0249514847920173	-0.0241562204453326	-0.0249514847920173
EmoDiss	~	bparented_c		-0.00790327744546769	0.0144154615557356	-0.548250044919524	0.583520223448222	-0.00803867614708484	-0.00785651762517223	-0.00803867614708484
EmoDiss	~	hapcl_c		-0.0648784187395853	0.0330086797007769	-1.96549572196486	0.0493568903281143	-0.0659899137770462	-0.0284515082780586	-0.0659899137770462
EmoDiss	~	hprecalc13_c		0.0157101923585848	0.0298077874897255	0.527049931632799	0.59815891462877	0.0159793388819336	0.00758873995331386	0.0159793388819336
EmoDiss	~	hchallenge_c		0.00518119284791121	0.0115966937329702	0.446781898980457	0.655032541904653	0.00526995688147523	0.0064056667324194	0.00526995688147523
EmoDiss	~	cSFcareer_c		-0.00639711137745021	0.017284463336174	-0.37010760779954	0.711302313785449	-0.00650670648917235	-0.00530525661259678	-0.00650670648917235
EmoDiss	~	hacadpr13_c		-0.000560425179058295	0.00180919325971197	-0.309765237102153	0.756739488932489	-0.000570026365670005	-0.00444286997473451	-0.000570026365670005
EmoDiss	~	tcare_c		0.00359497138685927	0.00245580418535649	1.46386727748712	0.143230215714637	0.00365656032404263	0.0209940893838057	0.00365656032404263
EmoDiss	~	StemMaj_c		-0.0128423366142316	0.0326257717795938	-0.393625527113631	0.693857531762881	-0.0130623511228067	-0.00564252384312024	-0.0130623511228067
QualEngag	~	x_FASt	a2	-0.0177354479082496	0.0467594828327538	-0.379290933813031	0.70447183135656	-0.0180900289041959	-0.00797600760067992	-0.0180900289041959
QualEngag	~	XZ_c	a2z	-0.0148579643485945	0.016852954814348	-0.881623698174573	0.37798033537925	-0.0151550164345477	-0.0187672143424429	-0.0151550164345477
QualEngag	~	cohort	g2	0.0468977516380865	0.028202279398003	1.66290642597517	0.0963311678962913	0.0478353683010264	0.0239121039822078	0.0478353683010264
QualEngag	~	hgrades_c		0.0458661502592681	0.0147620649100443	3.10702808440169	0.00188978444476273	0.0467831423376916	0.0452920501066214	0.0467831423376916
QualEngag	~	bparented_c		-0.00766230416844033	0.0144130744024562	-0.531621773015657	0.594987981679465	-0.00781549496786896	-0.00763839379034749	-0.00781549496786896
QualEngag	~	hapcl_c		0.0546567484431876	0.0329999739294607	1.65626641281655	0.0976678791025338	0.0557494890606468	0.0240363558416749	0.0557494890606468
QualEngag	~	hprecalc13_c		0.152969986736992	0.0298221430420117	5.12940959747584	2.90652309553607e-07	0.156028282784981	0.0740993148819221	0.156028282784981
QualEngag	~	hchallenge_c		-0.00563890795717886	0.0115963732095881	-0.486264787728332	0.626779441571308	-0.00575164543129567	-0.00699116228548898	-0.00575164543129567
QualEngag	~	cSFcareer_c		-0.0195722048634731	0.0172813296003612	-1.13256359991328	0.257397561863958	-0.0199635077462229	-0.0162772873891762	-0.0199635077462229
QualEngag	~	hacadpr13_c		-0.000837089932459766	0.00180889303131354	-0.462763644930351	0.64353379273238	-0.000853825691459695	-0.00665484398039104	-0.000853825691459695
QualEngag	~	tcare_c		-0.0052359856239937	0.00245577338067869	-2.13211270436796	0.0329975824767779	-0.0053406675585533	-0.030663367251521	-0.0053406675585533
QualEngag	~	StemMaj_c		-0.00673482518551978	0.0326201262185289	-0.206462266283147	0.836429836882502	-0.00686947309710116	-0.00296739579082282	-0.00686947309710116
DevAdj	~	x_FASt	c	0.0188659423164562	0.0179629423375343	1.05027015964056	0.293593920615785	0.0654383949452468	0.0288522001940263	0.0654383949452468
DevAdj	~	XZ_c	cz	0.000889367781469885	0.00647091025996494	0.137440907961951	0.890682297957579	0.00308486049406814	0.00382013694005202	0.00308486049406814
DevAdj	~	EmoDiss	b1	-0.191588629980692	0.00831065636093968	-23.0533692719102	0	-0.653351005306664	-0.653351005306664	-0.653351005306664
DevAdj	~	QualEngag	b2	0.16071185796629	0.00741790782261469	21.6653889222422	0	0.546518614307296	0.546518614307296	0.546518614307296
