lhs	op	rhs	label	est	se	z	pvalue	std.lv	std.all	std.nox
Belong	=~	sbvalued		1	0	NA	NA	0.625741314255715	0.828933574052209	0.828933574052209
Belong	=~	sbmyself		0.945436066356587	0.0513721783481697	18.4036592715417	0	0.591598406706724	0.814881012083616	0.814881012083616
Belong	=~	sbcommunity		1.00588394346873	0.0559919652866088	17.9647908109647	0	0.629423140774842	0.87226646009279	0.87226646009279
Gains	=~	pganalyze		1	0	NA	NA	0.504292828096863	0.709511666800901	0.709511666800901
Gains	=~	pgthink		1.03892052243808	0.0748175717937892	13.8860497277502	0	0.523920168428168	0.790366509886402	0.790366509886402
Gains	=~	pgwork		1.05204712683766	0.0735892022363863	14.2962159510607	0	0.530539820884141	0.754334495635556	0.754334495635556
Gains	=~	pgvalues		1.07707951202943	0.0801273154488913	13.4421015604403	0	0.543163473206511	0.735909470692114	0.735909470692114
Gains	=~	pgprobsolve		1.00302467107318	0.0779398981400552	12.8692068505245	0	0.505818148026419	0.742453812141545	0.742453812141545
SupportEnv	=~	SEacademic		1	0	NA	NA	0.562239191225742	0.807823800131744	0.807823800131744
SupportEnv	=~	SEwellness		1.06752919518677	0.0518056961343843	20.6064057592738	0	0.600206751311675	0.813013655010892	0.813013655010892
SupportEnv	=~	SEnonacad		0.930012022763594	0.0552956541390006	16.8188990119505	0	0.522889207508819	0.725602831029915	0.725602831029915
SupportEnv	=~	SEactivities		1.0206807636784	0.0597019232417122	17.096279453947	0	0.573866727070219	0.737932718223302	0.737932718223302
SupportEnv	=~	SEdiverse		0.996691237394424	0.0569981397516789	17.4863818667883	0	0.560378875214425	0.758851055443938	0.758851055443938
Satisf	=~	sameinst		1	0	NA	NA	0.549687711831409	0.875609875904132	0.875609875904132
Satisf	=~	evalexp		0.942958799620636	0.223982555076297	4.20996536671988	2.55409837748299e-05	0.518332864914759	0.823002570269491	0.823002570269491
DevAdj	=~	Belong		1	0	NA	NA	0.297553521108072	0.297553521108072	0.297553521108072
DevAdj	=~	Gains		0.363821368063201	0.132079602763841	2.75456134368996	0.00587708715675328	0.134327624520596	0.134327624520596	0.134327624520596
DevAdj	=~	SupportEnv		0.452854871976532	0.159827514476868	2.83339745011222	0.00460560828351153	0.149967742222195	0.149967742222195	0.149967742222195
DevAdj	=~	Satisf		0.519792477272756	0.186270661222002	2.7905225324414	0.00526230372514758	0.176065346285724	0.176065346285724	0.176065346285724
EmoDiss	=~	MHWdacad		1	0	NA	NA	0.895834975562779	0.890100113545641	0.890100113545641
EmoDiss	=~	MHWdlonely		0.947793370309809	0.0374294545551962	25.3221261590153	0	0.849066450730052	0.895703406892838	0.895703406892838
EmoDiss	=~	MHWdmental		0.984004124071172	0.0322421218782031	30.5192111049117	0	0.881505310440972	0.927144260777177	0.927144260777177
EmoDiss	=~	MHWdexhaust		0.99392801036813	0.0340165169626043	29.2189823978979	0	0.890395474879295	0.923131983340631	0.923131983340631
EmoDiss	=~	MHWdsleep		0.930252254517665	0.0301913780307922	30.811851435496	0	0.833352505693053	0.897071779664076	0.897071779664076
EmoDiss	=~	MHWdfinancial		1.03887461581378	0.0368228080754998	28.2128026109175	0	0.930660216070326	0.855787746037529	0.855787746037529
QualEngag	=~	QIadmin		1	0	NA	NA	0.864905453306455	0.857435202562016	0.857435202562016
QualEngag	=~	QIstudent		1.01219540392989	0.0354576092770603	28.5466342646157	0	0.875453324670688	0.879976198127463	0.879976198127463
QualEngag	=~	QIadvisor		1.05183582494847	0.0330196257345997	31.8548681745446	0	0.909738540981029	0.92921823472032	0.92921823472032
QualEngag	=~	QIfaculty		1.04914728896408	0.0373528345790313	28.0874878918303	0	0.907413211546717	0.919176121489853	0.919176121489853
QualEngag	=~	QIstaff		0.98150181475896	0.0394874432153997	24.8560487799874	0	0.848906272015206	0.881661011877388	0.881661011877388
EmoDiss	~	x_FASt	a1	0.0776427486882951	0.137404830209335	0.565065642670692	0.572029116445991	0.086670816396199	0.0431484564724616	0.086670816396199
EmoDiss	~	XZ_c	a1z	0.0137312586074878	0.0423803201849863	0.324000822729799	0.745937411354347	0.0153278884862266	0.0237037565684566	0.0153278884862266
EmoDiss	~	cohort	g1	-0.09465675450791	0.0880675409824825	-1.07482000123903	0.282455323833767	-0.105663160169031	-0.0526202980267766	-0.105663160169031
EmoDiss	~	hgrades_c		0.000601043840600158	0.0512241246160545	0.0117336088240692	0.990638149496749	0.000670931429332252	0.000619169801463123	0.000670931429332252
EmoDiss	~	bparented_c		-0.10219885966092	0.0546529041996218	-1.86996210279394	0.061489080702442	-0.114082238859581	-0.108667842033152	-0.114082238859581
EmoDiss	~	hapcl_c		-0.166920210971966	0.101022526262695	-1.65230683835715	0.0984720159803876	-0.18632919625303	-0.0797504095867876	-0.18632919625303
EmoDiss	~	hprecalc13_c		0.0228563304779669	0.0955676363829173	0.23916391932502	0.810978479085085	0.0255139965523317	0.0122137640954984	0.0255139965523317
EmoDiss	~	hchallenge_c		0.0514248990564449	0.0427858278355334	1.2019143173791	0.229396726703176	0.057404433248589	0.0686710937529935	0.057404433248589
EmoDiss	~	cSFcareer_c		-0.0617927839938783	0.050305232869983	-1.22835698134199	0.219312989260193	-0.0689778649857458	-0.0572137317415728	-0.0689778649857458
EmoDiss	~	hacadpr13_c		-0.00992109735558626	0.00517935740456865	-1.91550738453287	0.0554278283028506	-0.0110746930251899	-0.0891179328467707	-0.0110746930251899
EmoDiss	~	tcare_c		-0.0127784464121182	0.00818359079027552	-1.56147182081767	0.118412467572321	-0.0142642861248977	-0.0807363104714781	-0.0142642861248977
EmoDiss	~	StemMaj_c		0.0209003368348639	0.0989162369207611	0.211293286981859	0.832658420894136	0.0233305657905731	0.0103867217366462	0.0233305657905731
QualEngag	~	x_FASt	a2	0.0465474647849698	0.123241228496292	0.377693936947168	0.705657972381094	0.0538179804590468	0.0267929031227495	0.0538179804590468
QualEngag	~	XZ_c	a2z	-0.0638678861069353	0.0456652651195027	-1.39860977352913	0.161930033904294	-0.0738437777941788	-0.114195437584327	-0.0738437777941788
QualEngag	~	cohort	g2	0.0964402480850602	0.08703865984502	1.1080162338986	0.267854804977625	0.111503803931838	0.0555289410673167	0.111503803931838
QualEngag	~	hgrades_c		0.02854720028579	0.0483857822510479	0.589991500760986	0.555196347635423	0.0330061513390355	0.0304597627688896	0.0330061513390355
QualEngag	~	bparented_c		0.00800805701454752	0.0487710152349014	0.164197053843915	0.869576020323495	0.00925888140019634	0.00881945052497294	0.00925888140019634
QualEngag	~	hapcl_c		0.101919223481814	0.0981555034306638	1.03834446281261	0.29910971549772	0.117838571941229	0.0504358660178693	0.117838571941229
QualEngag	~	hprecalc13_c		0.184494695192585	0.0880076104664603	2.09634932950368	0.0360512137845295	0.213311980502931	0.102114233779978	0.213311980502931
QualEngag	~	hchallenge_c		-0.00534558912099883	0.037851599875547	-0.14122491885613	0.887692260956881	-0.00618054736568388	-0.00739359181120611	-0.00618054736568388
QualEngag	~	cSFcareer_c		-0.0180947823912392	0.0506461327364792	-0.357278659071356	0.720883204708683	-0.0209211103040968	-0.0173530275679278	-0.0209211103040968
QualEngag	~	hacadpr13_c		-0.00745761058216064	0.00522172912073251	-1.42818794497606	0.153237769475117	-0.00862245758036427	-0.0693848212201671	-0.00862245758036427
QualEngag	~	tcare_c		0.000669009081223771	0.00718706592581055	0.0930851460289507	0.925835917947541	0.000773505449255996	0.00437806529928677	0.000773505449255996
QualEngag	~	StemMaj_c		-0.0433534006825378	0.100368368103221	-0.431942867078919	0.665782937910747	-0.0501250171528017	-0.0223155584774173	-0.0501250171528017
DevAdj	~	x_FASt	c	-0.0705010704195487	0.0644743798944543	-1.09347419137586	0.274185654537963	-0.37864810448008	-0.188507296156672	-0.37864810448008
