lhs	op	rhs	group	label	est.std	se	z	pvalue	ci.lower	ci.upper
Belong	=~	sbvalued	1		0.86623223742756	0.00897619083224333	96.5033223576276	0	0.848639226678004	0.883825248177115
Belong	=~	sbmyself	1		0.830501896371366	0.00961191933481142	86.4033360500169	0	0.811662880652831	0.8493409120899
Belong	=~	sbcommunity	1		0.878224388948625	0.00829348770298803	105.893252682127	0	0.861969451744543	0.894479326152707
Gains	=~	pganalyze	1		0.735526567103172	0.0130064485062273	56.5509152441587	0	0.710034396464191	0.761018737742152
Gains	=~	pgthink	1		0.795532518566812	0.0114840636275563	69.2727369306725	0	0.773024167460635	0.818040869672989
Gains	=~	pgwork	1		0.739272355352749	0.013363867690273	55.3187424843212	0	0.713079655985656	0.765465054719843
Gains	=~	pgvalues	1		0.693691955983913	0.0146028713673328	47.5038051444958	0	0.665070854033069	0.722313057934756
Gains	=~	pgprobsolve	1		0.757207819561639	0.0122593679317196	61.765649238935	0	0.733179899942243	0.781235739181034
SupportEnv	=~	SEacademic	1		0.825498552107947	0.00913467650831223	90.3697631062001	0	0.807594915141231	0.843402189074663
SupportEnv	=~	SEwellness	1		0.811826097089458	0.00999482911568083	81.2246100151716	0	0.792236591991091	0.831415602187824
SupportEnv	=~	SEnonacad	1		0.779202703472791	0.0111536099356797	69.8610322546939	0	0.75734202970125	0.801063377244331
SupportEnv	=~	SEactivities	1		0.739459470732022	0.0118206489197269	62.5565885387199	0	0.716291424575465	0.762627516888579
SupportEnv	=~	SEdiverse	1		0.795972553084635	0.0094985747566694	83.7991565551184	0	0.777355688657102	0.814589417512168
Satisf	=~	sameinst	1		0.859343872860691	0.0201266035619327	42.6969145696319	0	0.819896454748187	0.898791290973194
Satisf	=~	evalexp	1		0.847137131493249	0.0201197846989023	42.1046817434119	0	0.807703078106701	0.886571184879798
DevAdj	=~	Belong	1		0.414401281793609	0.0272099827669025	15.2297517180965	0	0.361070695550525	0.467731868036693
DevAdj	=~	Gains	1		0.27807666434827	0.026897777985124	10.3382764368887	0	0.225357988233273	0.330795340463267
DevAdj	=~	SupportEnv	1		0.428322287959723	0.0267124613026101	16.0345496847897	0	0.375966825868188	0.480677750051259
DevAdj	=~	Satisf	1		0.480710239654349	0.0258683597545412	18.582942413655	0	0.430009186196323	0.531411293112376
EmoDiss	=~	MHWdacad	1		0.900684981120622	0.00505492805144729	178.179584744583	0	0.890777504195344	0.9105924580459
