lhs	op	rhs	block	group	label	est	se	z	pvalue	ci.lower	ci.upper	std.lv	std.all
Belong	=~	sbvalued	1	1		1	0	NA	NA	1	1	0.614899109904017	0.850649949404078
Belong	=~	sbmyself	1	1	.p2.	0.973112228519891	0.01581627806067	61.5259939656542	0	0.942112893151507	1.00411156388828	0.598365843153596	0.81406861675244
Belong	=~	sbcommunity	1	1	.p3.	1.01141124691229	0.015165210198777	66.6928604124368	0	0.981687981104712	1.04113451271988	0.621915875473282	0.863522318019325
Gains	=~	pganalyze	1	1		1	0	NA	NA	1	1	0.489102507514336	0.705441548351437
Gains	=~	pgthink	1	1	.p5.	1.00610021830437	0.0227934729212787	44.1398387064189	0	0.961425832296074	1.05077460431266	0.492086139583388	0.769572222822532
Gains	=~	pgwork	1	1	.p6.	0.992684723834519	0.0224709585007313	44.1763409336639	0	0.948642454474991	1.03672699319405	0.48552458759864	0.72728663466679
Gains	=~	pgvalues	1	1	.p7.	0.988367264523092	0.0243095624607837	40.657550546931	0	0.940721397620029	1.03601313142615	0.48341290742333	0.685984412667645
Gains	=~	pgprobsolve	1	1	.p8.	0.985502992797268	0.022850740240596	43.1278366661598	0	0.94071636490562	1.03028962068892	0.482011984940027	0.746474876967927
SupportEnv	=~	SEacademic	1	1		1	0	NA	NA	1	1	0.555353258925551	0.799597599949901
SupportEnv	=~	SEwellness	1	1	.p10.	1.02345071477621	0.0187493691480155	54.5858746871244	0	0.986702626513255	1.06019880303917	0.568376689800653	0.79229299842006
SupportEnv	=~	SEnonacad	1	1	.p11.	1.00929530038697	0.0191437552380667	52.7219078929728	0	0.971774229591506	1.04681637118243	0.560515434288145	0.74390857849327
SupportEnv	=~	SEactivities	1	1	.p12.	0.974750814787432	0.0198236697201618	49.1710580607613	0	0.935897136094498	1.01360449348037	0.541331041632536	0.720030182651166
SupportEnv	=~	SEdiverse	1	1	.p13.	1.00494847024624	0.0190797544918569	52.670932986855	0	0.967552838608334	1.04234410188415	0.558101408003496	0.755500769779603
Satisf	=~	sameinst	1	1		1	0	NA	NA	1	1	0.522495090544822	0.853996668252455
Satisf	=~	evalexp	1	1	.p15.	0.966655600801587	0.03698522253514	26.1362656364486	0	0.894165896672513	1.03914530493066	0.505072805666484	0.81428737227331
DevAdj	=~	Belong	1	1		1	0	NA	NA	1	1	0.370688839408968	0.370688839408968
DevAdj	=~	Gains	1	1	.p17.	0.396531954558001	0.0489818845703453	8.09548178956899	6.66133814775094e-16	0.300529224905226	0.492534684210776	0.184795621252722	0.184795621252722
DevAdj	=~	SupportEnv	1	1	.p18.	0.853978979806841	0.0596055503523587	14.3271721300875	0	0.73715424783753	0.970803711776153	0.350502589749475	0.350502589749475
DevAdj	=~	Satisf	1	1	.p19.	0.927199281037527	0.0626657676649031	14.795945467318	0	0.804376633350762	1.05002192872429	0.404486700962008	0.404486700962008
EmoDiss	=~	MHWdacad	1	1		1	0	NA	NA	1	1	0.82593138922206	0.875416507949366
EmoDiss	=~	MHWdlonely	1	1	.p21.	1.00004397656965	0.0110673556446189	90.3597940358845	0	0.9783523581021	1.0217355950372	0.825967710851323	0.894966247661036
EmoDiss	=~	MHWdmental	1	1	.p22.	0.991975621056981	0.0103331302175051	95.9995277497329	0	0.971723057983109	1.01222818413085	0.819303802774008	0.918480341935089
EmoDiss	=~	MHWdexhaust	1	1	.p23.	1.00234365515188	0.0106052754900926	94.5136838819759	0	0.981557697145175	1.02312961315859	0.827867087577511	0.910163028161656
EmoDiss	=~	MHWdsleep	1	1	.p24.	0.998374155965335	0.0113182989693791	88.2088517600009	0	0.976190697619095	1.02055761431157	0.824588553599851	0.878681881014564
EmoDiss	=~	MHWdfinancial	1	1	.p25.	1.00374898726705	0.0132682388057079	75.6505065943831	0	0.97774371706959	1.02975425746452	0.829027795483714	0.820120321637899
