lhs	op	rhs	group	label	est.std	se	z	pvalue	ci.lower	ci.upper
Belong	=~	sbvalued	1		0.863801746140495	0.00775548526909828	111.379458044013	0	0.848601274330431	0.879002217950558
Belong	=~	sbmyself	1		0.84167902572282	0.00808421399674852	104.113897289377	0	0.825834257445878	0.857523793999762
Belong	=~	sbcommunity	1		0.884561156902448	0.00706891136809458	125.13400025001	0	0.870706345211077	0.89841596859382
Gains	=~	pganalyze	1		0.731054907652826	0.0115259213577305	63.4270254813515	0	0.708464516903033	0.753645298402619
Gains	=~	pgthink	1		0.792873184679305	0.0102668989103192	77.2261606552288	0	0.772750432582166	0.812995936776444
Gains	=~	pgwork	1		0.744339235196967	0.0117176198659543	63.5230741150476	0	0.721373122275166	0.767305348118769
Gains	=~	pgvalues	1		0.701586258063328	0.0122344872908989	57.3449660277331	0	0.677607103603853	0.725565412522803
Gains	=~	pgprobsolve	1		0.745363502193853	0.0113932100418412	65.4217292103394	0	0.723033220843545	0.767693783544162
SupportEnv	=~	SEacademic	1		0.835173498727196	0.00792209140113489	105.423360630193	0	0.819646484898737	0.850700512555654
SupportEnv	=~	SEwellness	1		0.817885717783344	0.00869860140788588	94.0249678576919	0	0.800836772308018	0.83493466325867
SupportEnv	=~	SEnonacad	1		0.777704444598432	0.00981295836407758	79.252801830423	0	0.758471399623049	0.796937489573815
SupportEnv	=~	SEactivities	1		0.747218362317073	0.010010716392025	74.6418471022054	0	0.727597718729259	0.766839005904887
SupportEnv	=~	SEdiverse	1		0.78545153569861	0.00923612882014796	85.0412062232397	0	0.767349055854547	0.803554015542672
Satisf	=~	sameinst	1		0.853071371408387	0.0168444184962765	50.6441567927657	0	0.820056917815165	0.886085825001609
Satisf	=~	evalexp	1		0.873864257623052	0.0169055161337279	51.6910723523916	0	0.840730054860884	0.906998460385219
DevAdj	=~	Belong	1		0.425022942484252	0.02231370831616	19.0476157733246	0	0.381288877823047	0.468757007145457
DevAdj	=~	Gains	1		0.238486668918479	0.0228643303834896	10.4305118461152	0	0.193673404836215	0.283299933000744
DevAdj	=~	SupportEnv	1		0.437377068452285	0.02215474746607	19.7419117108931	0	0.393954561332208	0.480799575572362
DevAdj	=~	Satisf	1		0.465991472838993	0.0234500090507124	19.8716969290396	0	0.420030299662458	0.511952646015527
EmoDiss	=~	MHWdacad	1		0.902911939778614	0.00429988329296888	209.98522012331	0	0.89448432338667	0.911339556170558
EmoDiss	=~	MHWdlonely	1		0.929926349454943	0.00340268616724889	273.291835845913	0	0.923257207116443	0.936595491793444
EmoDiss	=~	MHWdmental	1		0.943887452142448	0.00280204601316749	336.856514028283	0	0.938395542873616	0.949379361411281
EmoDiss	=~	MHWdexhaust	1		0.938924277506108	0.00309801815430665	303.072555014205	0	0.932852273500216	0.944996281512
EmoDiss	=~	MHWdsleep	1		0.92283157179067	0.00372327553538465	247.854762028868	0	0.915534085836797	0.930129057744543
EmoDiss	=~	MHWdfinancial	1		0.866021630776316	0.00582002042661371	148.800445238334	0	0.854614600350866	0.877428661201766
QualEngag	=~	QIadmin	1		0.897878179871586	0.00470774195418308	190.723745823361	0	0.888651175192879	0.907105184550293
