lhs	op	rhs	group	label	est.std	se	z	pvalue	ci.lower	ci.upper
Belong	=~	sbvalued	1		0.873427808455022	0.00838450691196783	104.171636761169	0	0.856994476879438	0.889861140030607
Belong	=~	sbmyself	1		0.849097076401242	0.00885706071977578	95.8666879753239	0	0.831737556381598	0.866456596420887
Belong	=~	sbcommunity	1		0.879592238885351	0.0079849513036515	110.156243342788	0	0.863942021911888	0.895242455858814
Gains	=~	pganalyze	1		0.725347667321039	0.0135214740975454	53.6441265270563	0	0.698846065071959	0.751849269570119
Gains	=~	pgthink	1		0.795004540200542	0.0119410733314212	66.5773099398528	0	0.771600466534204	0.818408613866879
Gains	=~	pgwork	1		0.750605396810462	0.0127069503177948	59.0704597120612	0	0.725700231834245	0.77551056178668
Gains	=~	pgvalues	1		0.697961257706169	0.014553307063434	47.9589453217706	0	0.669437300005886	0.726485215406452
Gains	=~	pgprobsolve	1		0.755322462682047	0.0126126323619042	59.8861871978015	0	0.73060215750247	0.780042767861624
SupportEnv	=~	SEacademic	1		0.826327556690908	0.00910982669462644	90.707275164557	0	0.808472624464038	0.844182488917777
SupportEnv	=~	SEwellness	1		0.806875887347784	0.00959598641248923	84.0847259118282	0	0.78806809958317	0.825683675112399
SupportEnv	=~	SEnonacad	1		0.779753073189157	0.0108304956368756	71.9960654925391	0	0.758525691806163	0.800980454572151
SupportEnv	=~	SEactivities	1		0.751269682816958	0.011748885853501	63.9439085701126	0	0.728242289685624	0.774297075948292
SupportEnv	=~	SEdiverse	1		0.795723286826346	0.010106842515581	78.7311453205723	0	0.775914239498389	0.815532334154303
Satisf	=~	sameinst	1		0.874911450813067	0.0197722812387521	44.249393393126	0	0.836158491692916	0.913664409933219
Satisf	=~	evalexp	1		0.845030361710289	0.0197056831932571	42.8825711558908	0	0.806407932360749	0.883652791059829
DevAdj	=~	Belong	1		0.485513591110337	0.0250516546310086	19.3804999414839	0	0.436413250280424	0.53461393194025
DevAdj	=~	Gains	1		0.222625159571882	0.0264830591589866	8.40632338716572	0	0.170719317419825	0.27453100172394
DevAdj	=~	SupportEnv	1		0.438032343965162	0.0257552006567583	17.0075298501012	0	0.387553078263314	0.488511609667011
DevAdj	=~	Satisf	1		0.470660479401106	0.0254799784641677	18.4717769704159	0	0.420720639284481	0.520600319517731
EmoDiss	=~	MHWdacad	1		0.915236221598775	0.00423467612089804	216.128977864943	0	0.906936408915623	0.923536034281927
EmoDiss	=~	MHWdlonely	1		0.934493010499593	0.003605221121803	259.205463112411	0	0.927426906944556	0.94155911405463
EmoDiss	=~	MHWdmental	1		0.945704748418226	0.00310555349649168	304.520514454696	0	0.93961797541304	0.951791521423412
EmoDiss	=~	MHWdexhaust	1		0.947758068407021	0.00296545281190639	319.599780715357	0	0.941945887697831	0.95357024911621
EmoDiss	=~	MHWdsleep	1		0.927662697329034	0.00385369096655292	240.720572920983	0	0.920109601827043	0.935215792831025
EmoDiss	=~	MHWdfinancial	1		0.875141667637762	0.00586903382115314	149.111709747451	0	0.863638572724254	0.886644762551269
QualEngag	=~	QIadmin	1		0.878242786304627	0.00618837985200568	141.91804758397	0	0.866113784672042	0.890371787937211
QualEngag	=~	QIstudent	1		0.893037457959142	0.00553551694033589	161.328646914944	0	0.882188044120272	0.903886871798011
QualEngag	=~	QIadvisor	1		0.915989109432135	0.00471197858073515	194.395855952559	0	0.90675380111797	0.9252244177463
QualEngag	=~	QIfaculty	1		0.930250027075987	0.00402509537351143	231.112542872357	0	0.922360985109566	0.938139069042408
QualEngag	=~	QIstaff	1		0.906014706724715	0.00485384880015845	186.659029571572	0	0.896501337890001	0.915528075559428
EmoDiss	~	x_FASt	1	W3__a1_g1	0.0642015619943266	0.0428732285297344	1.49747439593452	0.134269862965087	-0.019828421824908	0.148231545813561
EmoDiss	~	credit_dose_c	1	W3__a1c_g1	-0.154594204793909	0.128828218408334	-1.20000266016182	0.230138307312405	-0.407092873066703	0.0979044634788852
