lhs	op	rhs	block	group	est	se	z	pvalue	ci.lower	ci.upper	std.lv	std.all
Belong	=~	sbvalued	1	1	1	0	NA	NA	1	1	0.695341854428082	0.876533808438703
Belong	=~	sbmyself	1	1	0.979435560624381	0.020391600526467	48.0313234536512	0	0.939468758005378	1.01940236324338	0.681042539017366	0.852370357346957
Belong	=~	sbcommunity	1	1	1.00372894336156	0.0198602766039595	50.5395248705374	0	0.964803516494798	1.04265437022833	0.697934744820168	0.882852239189652
Gains	=~	pganalyze	1	1	1	0	NA	NA	1	1	0.516225610925085	0.726461210471976
Gains	=~	pgthink	1	1	1.02043150664549	0.032686701387724	31.2185526016012	0	0.95636674915214	1.08449626413885	0.526772877925275	0.795952587543354
Gains	=~	pgwork	1	1	1.00479196262272	0.0318975088938717	31.5006405661905	0	0.942273993994184	1.06730993125125	0.518699344757528	0.751702545653628
Gains	=~	pgvalues	1	1	0.983053697294155	0.0346504393924643	28.3705983107374	0	0.915140084036437	1.05096731055187	0.507477495457839	0.699215727525579
Gains	=~	pgprobsolve	1	1	0.984305986448637	0.0332621820094947	29.5923456304721	0	0.919113307662812	1.04949866523446	0.508123959191666	0.756240182057281
SupportEnv	=~	SEacademic	1	1	1	0	NA	NA	1	1	0.615484298291639	0.829423459933906
SupportEnv	=~	SEwellness	1	1	0.997364424637073	0.0252270299551587	39.5355468483566	0	0.947920354488049	1.0468084947861	0.613862143038794	0.810259206422631
SupportEnv	=~	SEnonacad	1	1	1.0131252772922	0.0260142171889746	38.9450610768941	0	0.96213834851581	1.0641122060686	0.623562700375714	0.783762689003599
SupportEnv	=~	SEactivities	1	1	0.986582663537467	0.0257656287247242	38.2906496898623	0	0.936082959197977	1.03708236787696	0.607226138374054	0.755330415684444
SupportEnv	=~	SEdiverse	1	1	1.02304607916492	0.0262656099224497	38.9500218036249	0	0.971566429684942	1.0745257286449	0.629668798154835	0.799311357154654
Satisf	=~	sameinst	1	1	1	0	NA	NA	1	1	0.575402425768493	0.877905952429495
Satisf	=~	evalexp	1	1	0.985654173705197	0.0459387473578629	21.4558347885925	0	0.895615883388902	1.07569246402149	0.56714780251881	0.848364613836953
DevAdj	=~	Belong	1	1	1	0	NA	NA	1	1	0.512591234197687	0.512591234197687
DevAdj	=~	Gains	1	1	0.334439176985735	0.0478582732441533	6.98811625065458	2.78599365799437e-12	0.240638685064918	0.428239668906552	0.230912341770498	0.230912341770498
DevAdj	=~	SupportEnv	1	1	0.794516846884272	0.0586957512036584	13.5361901090168	0	0.679475288479578	0.909558405288966	0.46010365036118	0.46010365036118
DevAdj	=~	Satisf	1	1	0.795079845705061	0.057852862880579	13.7431374372307	0	0.681690318056592	0.90846937335353	0.492502685406027	0.492502685406027
EmoDiss	=~	MHWdacad	1	1	1	0	NA	NA	1	1	1.05531737723444	0.915371075296139
EmoDiss	=~	MHWdlonely	1	1	1.015667750309	0.0151741052844218	66.9342759438811	0	0.98592705045391	1.04540845016408	1.0718518263977	0.934428424537401
EmoDiss	=~	MHWdmental	1	1	1.00100927639488	0.0137112442565984	73.0064505935085	0	0.974135731468713	1.02788282132104	1.05638248415239	0.945583618557108
EmoDiss	=~	MHWdexhaust	1	1	1.01444839231753	0.0138656856670059	73.1625118786201	0	0.987272147789248	1.04162463684582	1.07056501672023	0.947803357558755
EmoDiss	=~	MHWdsleep	1	1	1.00565827779466	0.0152323515489943	66.0212098283052	0	0.975803417358781	1.03551313823054	1.06128865611637	0.927723718485141
EmoDiss	=~	MHWdfinancial	1	1	1.01272196142681	0.0176964402190291	57.227439467618	0	0.978037575942943	1.04740634691067	1.06874308420066	0.875093343774785
QualEngag	=~	QIadmin	1	1	1	0	NA	NA	1	1	0.950416748841456	0.87819121021468
QualEngag	=~	QIstudent	1	1	0.992659151899332	0.0175248571167866	56.6429241211038	0	0.958311063116219	1.02700724068244	0.943439883855879	0.893025178444765
QualEngag	=~	QIadvisor	1	1	1.00433289065046	0.016482172285963	60.9344977849671	0	0.972028426582984	1.03663735471793	0.954534800686548	0.915860232072578
QualEngag	=~	QIfaculty	1	1	1.01608953768737	0.0165238199176159	61.4924117276371	0	0.983703445761815	1.04847562961292	0.965708514940645	0.930434837076487
QualEngag	=~	QIstaff	1	1	0.985625633511005	0.0167585348099401	58.813353594993	0	0.952779508849861	1.01847175817215	0.936755110176329	0.905938981960154
sbvalued	~~	sbvalued	1	1	0.14580212202623	0.0083925057700209	17.3728950591912	0	0.129353112976944	0.162251131075515	0.14580212202623	0.231688482663944
sbmyself	~~	sbmyself	1	1	0.174579479422509	0.00872799773544454	20.0022370209309	0	0.157472918203891	0.191686040641128	0.174579479422509	0.27346477391622
sbcommunity	~~	sbcommunity	1	1	0.137849064571595	0.00813346347624305	16.9483842860101	0	0.121907769088587	0.153790360054603	0.137849064571595	0.220571923757817
pganalyze	~~	pganalyze	1	1	0.238467928829997	0.00922174612165387	25.8593031822946	0	0.220393638556983	0.25654221910301	0.238467928829997	0.472254109679592
pgthink	~~	pgthink	1	1	0.160508624772541	0.00777945212588022	20.6323815836041	0	0.145261178786362	0.17575607075872	0.160508624772541	0.36645947838304
pgwork	~~	pgwork	1	1	0.207096130739696	0.00875494913585841	23.6547497336649	0	0.189936745746934	0.224255515732459	0.207096130739696	0.434943282857855
pgvalues	~~	pgvalues	1	1	0.269224663021368	0.0107344993921043	25.0803184375225	0	0.248185430820777	0.29026389522196	0.269224663021368	0.511097366380876
pgprobsolve	~~	pgprobsolve	1	1	0.193270635246372	0.00821261398801742	23.5333884593094	0	0.177174207610928	0.209367062881816	0.193270635246372	0.42810078704197
SEacademic	~~	SEacademic	1	1	0.171836283475219	0.0072573782073969	23.677460174265	0	0.157612083566535	0.186060483383903	0.171836283475219	0.312056724111268
SEwellness	~~	SEwellness	1	1	0.197149296306545	0.00794508845336363	24.8139838170185	0	0.181577209083968	0.212721383529123	0.197149296306545	0.343480018407369
SEnonacad	~~	SEnonacad	1	1	0.244151162089205	0.00969295579180698	25.1885149724478	0	0.225153317833524	0.263149006344885	0.244151162089205	0.385716047325848
SEactivities	~~	SEactivities	1	1	0.277565721626251	0.0108075665006626	25.6825365459684	0	0.256383280524431	0.298748162728072	0.277565721626251	0.429475963141965
SEdiverse	~~	SEdiverse	1	1	0.224089494230249	0.00922897993625821	24.2810685230619	0	0.20600102594114	0.242177962519358	0.224089494230249	0.361101354323584
sameinst	~~	sameinst	1	1	0.0984953481161018	0.0144237819017031	6.82867702710286	8.57003357168651e-12	0.0702252550679031	0.1267654411643	0.0984953481161018	0.229281138688862
evalexp	~~	evalexp	1	1	0.125260927702033	0.014561334408823	8.60229730224001	0	0.0967212366938958	0.15380061871017	0.125260927702033	0.280277481989278
MHWdacad	~~	MHWdacad	1	1	0.215448540379076	0.00911042992475454	23.6485590865111	0	0.197592425842881	0.233304654915271	0.215448540379076	0.162095794511191
MHWdlonely	~~	MHWdlonely	1	1	0.166895914833389	0.00742505711919758	22.4773913727717	0	0.152343070296609	0.181448759370169	0.166895914833389	0.126843519416551
MHWdmental	~~	MHWdmental	1	1	0.1321362761236	0.00618746604689415	21.3554749427558	0	0.120009065516123	0.144263486731077	0.1321362761236	0.105871620316446
MHWdexhaust	~~	MHWdexhaust	1	1	0.129711143387582	0.00608000411922905	21.3340551821912	0	0.117794554288038	0.141627732487126	0.129711143387582	0.101668795400351
MHWdsleep	~~	MHWdsleep	1	1	0.182335115272893	0.00783910540832774	23.2596840806851	0	0.166970751001558	0.197699479544229	0.182335115272893	0.139328702160102
MHWdfinancial	~~	MHWdfinancial	1	1	0.349338417407746	0.0122210388102887	28.5850018832803	0	0.325385621485914	0.373291213329578	0.349338417407746	0.234211639681066
QIadmin	~~	QIadmin	1	1	0.267959045687826	0.0107774415882232	24.8629550431183	0	0.246835648329424	0.289082443046227	0.267959045687826	0.228780198301676
QIstudent	~~	QIstudent	1	1	0.226015913126118	0.0100183859486118	22.5601124058747	0	0.206380237483617	0.245651588768619	0.226015913126118	0.202506030663696
QIadvisor	~~	QIadvisor	1	1	0.175101659622321	0.00799874633404408	21.891137974592	0	0.159424404886123	0.190778914358519	0.175101659622321	0.161200035307963
QIfaculty	~~	QIfaculty	1	1	0.144666224999341	0.00670611835852244	21.5722743419063	0	0.131522474540574	0.157809975458107	0.144666224999341	0.134291013954451
QIstaff	~~	QIstaff	1	1	0.191678284808438	0.00799504543829632	23.9746335762268	0	0.176008283694616	0.20734828592226	0.191678284808438	0.179274560965
Belong	~~	Belong	1	1	0.356460701707112	0.0166192260694898	21.4486944347858	0	0.323887617159983	0.389033786254241	0.737250226623692	0.737250226623692
Gains	~~	Gains	1	1	0.252279558422144	0.0146509322040331	17.2193519776644	0	0.223564258962301	0.280994857881987	0.946679490418065	0.946679490418065
SupportEnv	~~	SupportEnv	1	1	0.298626286664969	0.0150853448254658	19.7957879067407	0	0.269059554112688	0.32819301921725	0.788304630924318	0.788304630924318
Satisf	~~	Satisf	1	1	0.250779623853391	0.0167787621719575	14.9462529645077	0	0.217893854291191	0.28366539341559	0.757441104867852	0.757441104867852
DevAdj	~~	DevAdj	1	1	0.127039592812373	0.013921010502385	9.12574505928346	0	0.0997549135992944	0.154324272025451	1	1
EmoDiss	~~	EmoDiss	1	1	1.11369476669298	0.0406603428983413	27.3901961298612	0	1.03400195901318	1.19338757437278	1	1
QualEngag	~~	QualEngag	1	1	0.903291996478362	0.0370599120021787	24.3738300410767	0	0.830655903683868	0.975928089272856	1	1
DevAdj	~~	EmoDiss	1	1	-0.282013104874457	0.0189559515985409	-14.8772855537448	0	-0.319166087300282	-0.244860122448633	-0.749750310071531	-0.749750310071531
DevAdj	~~	QualEngag	1	1	0.198311592942916	0.0144260159309342	13.7468025747615	0	0.170037121277884	0.226586064607948	0.585415848238147	0.585415848238147
EmoDiss	~~	QualEngag	1	1	-0.215941162471082	0.024998472677216	-8.63817423005585	0	-0.264937268586934	-0.16694505635523	-0.215297141834129	-0.215297141834129
sbvalued	~1		1	1	2.72536035504868	0.0184429854383908	147.772190362174	0	2.68921276782204	2.76150794227533	2.72536035504868	3.43553386893921
sbmyself	~1		1	1	2.73411237817466	0.0186325179407999	146.738749258774	0	2.69759331406939	2.77063144227992	2.73411237817466	3.42192478633416
sbcommunity	~1		1	1	2.73495346603276	0.0184605307667785	148.151399360335	0	2.69877149059438	2.77113544147114	2.73495346603276	3.45957814750814
pganalyze	~1		1	1	2.98194051076481	0.016475007143254	180.997828094164	0	2.949650090119	3.01423093141063	2.98194051076481	4.19635149275846
