lhs	op	rhs	block	group	label	est	se	z	pvalue	std.lv	std.all	std.nox
Belong	=~	sbvalued	1	1		1	0	NA	NA	0.615237079303561	0.841505251742919	0.841505251742919
Belong	=~	sbmyself	1	1		0.975208251768012	0.0234325553284562	41.6176655980721	0	0.599984276530484	0.811812826209622	0.811812826209622
Belong	=~	sbcommunity	1	1		1.02065868614286	0.0232077636337106	43.9791917158401	0	0.627947069028344	0.872371692611703	0.872371692611703
Gains	=~	pganalyze	1	1		1	0	NA	NA	0.509993322918904	0.726571057400717	0.726571057400717
Gains	=~	pgthink	1	1		1.00903778970182	0.0314900131442496	32.0431047481504	0	0.514602535320778	0.783855815436624	0.783855815436624
Gains	=~	pgwork	1	1		1.0134181386729	0.0302154058432477	33.539782451718	0	0.516836484048082	0.743969955583162	0.743969955583162
Gains	=~	pgvalues	1	1		0.974737485893978	0.0317221451391246	30.7273509284774	0	0.497109609404688	0.690768183559385	0.690768183559385
Gains	=~	pgprobsolve	1	1		0.968283366409395	0.0296204121476812	32.6897330658918	0	0.49381805156223	0.745574034730012	0.745574034730012
SupportEnv	=~	SEacademic	1	1		1	0	NA	NA	0.589366442703215	0.820278331675129	0.820278331675129
SupportEnv	=~	SEwellness	1	1		1.01596824553539	0.024647786906887	41.2194510352373	0	0.59877759077062	0.811242703181706	0.811242703181706
SupportEnv	=~	SEnonacad	1	1		1.00550933798855	0.0250380615377824	40.159232633534	0	0.592613461635174	0.768789919555169	0.768789919555169
SupportEnv	=~	SEactivities	1	1		0.971198067662409	0.0273325266627713	35.5326852744003	0	0.57239155029843	0.724870445195578	0.724870445195578
SupportEnv	=~	SEdiverse	1	1		0.979389093024276	0.0255787459709336	38.2891754794079	0	0.577219065778045	0.770712267564809	0.770712267564809
Satisf	=~	sameinst	1	1		1	0	NA	NA	0.539963633245709	0.837976335850192	0.837976335850192
Satisf	=~	evalexp	1	1		1.02426141073034	0.0574500386115476	17.8287331999193	0	0.553063912731332	0.862390506954853	0.862390506954853
DevAdj	=~	Belong	1	1		1	0	NA	NA	0.326643795139184	0.326643795139184	0.326643795139184
DevAdj	=~	Gains	1	1		0.730446683346837	0.0831694006475762	8.78263733608046	0	0.287833239724039	0.287833239724039	0.287833239724039
DevAdj	=~	SupportEnv	1	1		1.10097576963867	0.109940555476908	10.014282398909	0	0.375412968692216	0.375412968692216	0.375412968692216
DevAdj	=~	Satisf	1	1		1.04779672418386	0.103748657737296	10.0993761946974	0	0.389968421039928	0.389968421039928	0.389968421039928
EmoDiss	=~	MHWdacad	1	1		1	0	NA	NA	0.944692431159712	0.897753312376506	0.897753312376506
EmoDiss	=~	MHWdlonely	1	1		1.00042318902449	0.015385432918618	65.0240519273187	0	0.9450922146281	0.919023773672978	0.919023773672978
EmoDiss	=~	MHWdmental	1	1		1.0079127274405	0.0149810664346677	67.279104050169	0	0.952167524882582	0.935744513889895	0.935744513889895
EmoDiss	=~	MHWdexhaust	1	1		1.00012605124887	0.0145169866427556	68.8935022026736	0	0.944811510820454	0.926264495579296	0.926264495579296
EmoDiss	=~	MHWdsleep	1	1		1.00856887755463	0.0160202718915887	62.9557902874405	0	0.952787384929108	0.910595340308315	0.910595340308315
EmoDiss	=~	MHWdfinancial	1	1		0.977575094780125	0.0184237866728308	53.0604870833494	0	0.923507792929022	0.845111581966751	0.845111581966751
QualEngag	=~	QIadmin	1	1		1	0	NA	NA	0.976170453972118	0.889324048829787	0.889324048829787
