"lhs","op","rhs","block","group","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"Belong","=~","SB1",1,1,".p1.",0.769670731696447,0.0462348008672557,16.6470000358873,0,0.679052187164245,0.860289276228649,1.59321132075995,0.846982989359446,0.846982989359446
"Belong","=~","SB2",1,1,".p2.",0.695985775838565,0.0419801574138514,16.5789224889596,0,0.613706179242095,0.778265372435036,1.4406841412689,0.82149686695045,0.82149686695045
"Belong","=~","SB3",1,1,".p3.",0.736459005812139,0.045310673372825,16.2535436132766,0,0.647651717886144,0.825266293738134,1.52446335428314,0.836155848063608,0.836155848063608
"Gains","=~","PG1",1,1,".p4.",0.615681493283652,0.0362234216349577,16.9967790312079,0,0.544684891482326,0.686678095084978,1.37500716079347,0.808737541342594,0.808737541342594
"Gains","=~","PG2",1,1,".p5.",0.681614307514985,0.0404778403446986,16.8391965013582,0,0.602279198267413,0.760949416762557,1.52225552328011,0.835790979475122,0.835790979475122
"Gains","=~","PG3",1,1,".p6.",0.696430661942988,0.0436096238694667,15.9696553225857,0,0.610957369779495,0.781903954106481,1.55534502435753,0.841145179785821,0.841145179785821
"Gains","=~","PG4",1,1,".p7.",0.629158521263766,0.0374295401791424,16.8091437472258,0,0.555797970554752,0.70251907197278,1.40510553175479,0.814732393940806,0.814732393940806
"Gains","=~","PG5",1,1,".p8.",0.664682096367506,0.0409009142941315,16.251032717449,0,0.584517777416249,0.744846415318763,1.48444065986481,0.829365822028466,0.829365822028466
"SuppEnv","=~","SE1",1,1,".p9.",0.702943453053,0.0421465860878937,16.6785383657661,0,0.620337662249412,0.785549243856589,1.46997705197127,0.826817788407823,0.826817788407823
"SuppEnv","=~","SE2",1,1,".p10.",0.774603213228109,0.0488623406872282,15.8527651834448,0,0.678834785280815,0.870371641175402,1.61983007720349,0.850911481134707,0.850911481134707
"SuppEnv","=~","SE3",1,1,".p11.",0.77047245387083,0.0483996954025505,15.9189525360159,0,0.675610794019122,0.865334113722538,1.61119194075589,0.849652020492404,0.849652020492404
"DevAdj","=~","Belong",1,1,".p12.",1.51118317748931,0.084556071209547,17.8719653819333,0,1.3454563232444,1.67691003173423,0.875568527673672,0.875568527673672,0.875568527673672
"DevAdj","=~","Gains",1,1,".p13.",1.66501506637674,0.101444615547695,16.41304526009,0,1.46618727347775,1.86384285927574,0.894150762005937,0.894150762005937,0.894150762005937
"DevAdj","=~","SuppEnv",1,1,".p14.",1.53132466900844,0.0886694552744667,17.270035823141,0,1.3575357301417,1.70511360787518,0.878250808319613,0.878250808319613,0.878250808319613
"M1","=~","MHWdacad",1,1,".p15.",1.27783872543543,0.0495009595884463,25.8144233174357,0,1.1808186274419,1.37485882342896,1.34730644528034,0.802988059282246,0.802988059282246
"M1","=~","MHWdlonely",1,1,".p16.",1.27185479957175,0.0510517352044173,24.9130572051878,0,1.17179523722281,1.37191436192068,1.34099721257065,0.80164630182517,0.80164630182517
"M1","=~","MHWdmental",1,1,".p17.",1.26200773785682,0.0476686380097123,26.4745919025354,0,1.16857892416571,1.35543655154793,1.33061483062251,0.799411652361354,0.799411652361354
"M1","=~","MHWdpeers",1,1,".p18.",1.30027909267066,0.0494361335077431,26.3022004434671,0,1.20338605146057,1.39717213388075,1.3709667482659,0.807913048974926,0.807913048974926
"M1","=~","MHWdexhaust",1,1,".p19.",1.34167261132246,0.0505075188588104,26.5638194398936,0,1.24267969341072,1.44066552923421,1.41461056134051,0.816572961971553,0.816572961971553
"M2","=~","QIstudent",1,1,".p20.",1.31235046339694,0.0553081965555714,23.7279561642974,0,1.20394839009816,1.42075253669573,1.38541045431591,0.810838713120062,0.810838713120062
"M2","=~","QIfaculty",1,1,".p21.",1.31281708597395,0.0539227574338501,24.3462528336845,0,1.20713042345652,1.41850374849139,1.38590305428402,0.810937434258153,0.810937434258153
"M2","=~","QIadvisor",1,1,".p22.",1.35000748439583,0.0580623182939291,23.2510089859259,0,1.23620743168083,1.46380753711084,1.42516388301149,0.818587751317087,0.818587751317087
"M2","=~","QIstaff",1,1,".p23.",1.38625261395449,0.0579880729590255,23.9058230980363,0,1.27259807942191,1.49990714848706,1.46342681872046,0.825646829685506,0.825646829685506
"M1","~","X",1,1,"a1_1",0.0691347639282586,0.051540103771274,1.34137805067422,0.179797740261607,-0.0318819832228953,0.170151511079413,0.0655701447364362,0.0325132585383443,0.0655701447364362
"M1","~","XZ_c",1,1,"a1xz_1",0.201245456761459,0.0515950015390255,3.90048358869105,9.60007340331526e-05,0.10012111196268,0.302369801560237,0.19086915146036,0.128938337111834,0.19086915146036
"M1","~","Zplus10_c",1,1,"a1z",0.185708330488772,0.0309756683885462,5.99529695886857,2.03113925678622e-09,0.124997136050166,0.246419524927379,0.176133126332026,0.14362524174913,0.176133126332026
"M1","~","cohort",1,1,"g1",0.0483912643139201,0.0402895296260447,1.20108784498288,0.229717127516686,-0.030574762707187,0.127357291335027,0.0458961891926837,0.0229525913540011,0.0458961891926837
"M1","~","bchsgrade",1,1,"",-0.0979119420862206,0.0271279174327306,-3.60926865576814,0.000307061476751747,-0.151081683229949,-0.0447422009424925,-0.0928635587832658,-0.0914900671299821,-0.0928635587832658
"M1","~","bcsmath",1,1,"",-0.0262650491695284,0.0247220041531737,-1.06241585458825,0.288046939332625,-0.0747192869353985,0.0221891885963417,-0.0249108115468902,-0.0250711808684514,-0.0249108115468902
"M1","~","bparented",1,1,"",-0.0185990359687724,0.0249561144882826,-0.745269700437743,0.456108694237838,-0.0675121215598646,0.0303140496223198,-0.0176400613979982,-0.0175852071715834,-0.0176400613979982
"M1","~","firstgen",1,1,"",0.107128505835036,0.0505021827413454,2.12126486460419,0.033899519380447,0.00814604652133864,0.206110965148733,0.101604912403993,0.0487509545364627,0.101604912403993
"M1","~","bchwork",1,1,"",0.014984658306261,0.0238561700168185,0.628125063482399,0.529922015426147,-0.0317725757357676,0.0617418923482897,0.0142120426560966,0.0141643066552306,0.0142120426560966
"M1","~","bcnonacad",1,1,"",0.104441535632386,0.0236286210162146,4.42012826566204,9.86423343807274e-06,0.0581302894362595,0.150752781828513,0.0990564835806438,0.0988191563145362,0.0990564835806438
"M1","~","bcscourses",1,1,"",0.098386773991512,0.0237771721369032,4.13786691811057,3.50549586882742e-05,0.0517843729489725,0.144989175034051,0.093313908144229,0.0984613483455435,0.093313908144229
"M1","~","bchstudy",1,1,"",0.0401691045283522,0.0245680018877054,1.6350171540997,0.102045451632538,-0.00798329434366247,0.0883215034003669,0.0380979676243676,0.0383098500657194,0.0380979676243676
"M1","~","bdegexp",1,1,"",-0.0519184608440375,0.0244464864948524,-2.1237596189935,0.0336902492285289,-0.099832693922493,-0.00400422776558202,-0.0492415219001716,-0.0504386544400071,-0.0492415219001716
"M2","~","X",1,1,"a2",0.256333456318016,0.0414247537430622,6.18792951451031,6.09595707246058e-10,0.175142430913173,0.337524481722859,0.242815642927421,0.120401255897588,0.242815642927421
"M2","~","Zplus10_c",1,1,"a2z",-0.189452926781711,0.0329241327271537,-5.75422679624487,8.70392402596565e-09,-0.253983041149149,-0.124922812414273,-0.179462076007398,-0.146339786206796,-0.179462076007398
"M2","~","M1",1,1,"d",-0.240748429615936,0.0212966990434921,-11.3044950827487,0,-0.28248919273077,-0.199007666501103,-0.240450216959939,-0.240450216959939,-0.240450216959939
"M2","~","cohort",1,1,"g2",-0.0597488296976448,0.0394015363804111,-1.51640862733844,0.129416058902889,-0.136974421938795,0.0174767625435055,-0.056597959180153,-0.0283045248719597,-0.056597959180153
"M2","~","bchsgrade",1,1,"",0.0294830886908398,0.0270620959210116,1.08946065289601,0.275950797128762,-0.0235576446605111,0.0825238220421908,0.0279282901217186,0.0275152187956219,0.0279282901217186
"M2","~","bcsmath",1,1,"",0.05662153476036,0.0244990731174225,2.31117048751096,0.020823439808981,0.00860423379559849,0.104638835725122,0.0536355829779674,0.0539808749022199,0.0536355829779674
"M2","~","bparented",1,1,"",0.0421480624544474,0.0249202775672636,1.6913159309997,0.0907764789638807,-0.00669478406213073,0.0909909089710256,0.0399253731059001,0.0398012196006128,0.0399253731059001
"M2","~","firstgen",1,1,"",-0.134852173136408,0.0506556737189821,-2.66213364142613,0.00776470433536325,-0.234135469238225,-0.0355688770345908,-0.127740707711806,-0.0612911451500755,-0.127740707711806
"M2","~","bchwork",1,1,"",-0.0265393157374149,0.023985230233273,-1.10648576141657,0.268516323551777,-0.0735495031555312,0.0204708716807014,-0.0251397578224802,-0.0250553173567271,-0.0251397578224802
"M2","~","bcnonacad",1,1,"",-0.0582270130158654,0.0244353966321764,-2.38289616871586,0.0171770384001719,-0.106119510362882,-0.0103345156688484,-0.0551563959081879,-0.0550242479035741,-0.0551563959081879
"M2","~","bcscourses",1,1,"",0.045070019555304,0.023568476130562,1.91230096106469,0.0558376026385381,-0.00112334483108949,0.0912633839416974,0.0426932400173914,0.0450483112426821,0.0426932400173914
"M2","~","bchstudy",1,1,"",0.0549443809830087,0.0248075216169169,2.21482749592933,0.0267719071790076,0.00632253206815275,0.103566229897865,0.0520468743537195,0.0523363338574791,0.0520468743537195
"M2","~","bdegexp",1,1,"",0.0671521154251596,0.0240856508879183,2.78805483553878,0.00530255675403568,0.0199451071406346,0.114359123709685,0.0636108306543772,0.0651573018503062,0.0636108306543772
"DevAdj","~","X",1,1,"c",0.188506518819168,0.0454328184964744,4.14912666784686,3.33746107199495e-05,0.0994598308499331,0.277553206788403,0.157175528554858,0.0779362103949314,0.157175528554858
"DevAdj","~","Zplus10_c",1,1,"cz",0.0621577073888639,0.0276744947495242,2.2460286249646,0.0247021744592892,0.00791669438945364,0.116398720388274,0.0518266984813123,0.0422613409155408,0.0518266984813123
"DevAdj","~","M1",1,1,"b1",-0.333337851070812,0.0254636793904293,-13.090718193542,0,-0.383245745589929,-0.283429956551696,-0.293044469404197,-0.293044469404197,-0.293044469404197
"DevAdj","~","M2",1,1,"b2",0.38360489412521,0.0260797016452134,14.7089448853268,0,0.332489618173042,0.434720170077378,0.337653555417285,0.337653555417285,0.337653555417285
"DevAdj","~","cohort",1,1,"g3",0.00932324606247962,0.0423140486712485,0.220334530853214,0.825610629152095,-0.0736107653732424,0.0922572574982017,0.0077736628785923,0.00388759307721652,0.0077736628785923
"DevAdj","~","bchsgrade",1,1,"",0.0861180286915041,0.0291610923823574,2.95318253384794,0.00314515926992676,0.0289633378722384,0.14327271951077,0.0718046609872103,0.070742639416801,0.0718046609872103
"DevAdj","~","bcsmath",1,1,"",0.0710458706754964,0.0261200490698488,2.7199746250671,0.00652869260880129,0.0198515152241738,0.122240226126819,0.0592375921268444,0.0596189483280433,0.0592375921268444
"DevAdj","~","bparented",1,1,"",0.0435005276787154,0.0271696076954679,1.60107308748413,0.109360732172505,-0.00975092487848389,0.0967519802359147,0.0362704614840199,0.0361576734351847,0.0362704614840199
"DevAdj","~","firstgen",1,1,"",-0.058334903944623,0.0537800650796547,-1.08469381467319,0.278057288280699,-0.163741894586966,0.0470720866977204,-0.0486392694434535,-0.0233375607263589,-0.0486392694434535
"DevAdj","~","bchwork",1,1,"",-0.109328960960606,0.0264813598688206,-4.12852517779235,3.65097466890063e-05,-0.161231472565138,-0.057426449356073,-0.0911577877146032,-0.0908516031401136,-0.0911577877146032
"DevAdj","~","bcnonacad",1,1,"",-0.0468836099201124,0.0259862939260653,-1.80416684477991,0.0712051552552926,-0.0978158101068723,0.00404859026664743,-0.0390912537980842,-0.0389975959166688,-0.0390912537980842
