lhs	op	rhs	label	est.std	se	z	pvalue	ci.lower	ci.upper
Belong	=~	sbvalued		0.877901945306575	0.0324869912815402	27.0231840707704	0	0.814228612428689	0.94157527818446
Belong	=~	sbmyself		0.823618903980202	0.0356849829345057	23.0802661582277	0	0.753677622639645	0.89356018532076
Belong	=~	sbcommunity		0.848628868555746	0.03186128673244	26.6351097393597	0	0.78618189405906	0.911075843052433
Gains	=~	pganalyze		0.719888319953296	0.0473349223467553	15.208397611381	0	0.627113576942656	0.812663062963937
Gains	=~	pgthink		0.77388506099105	0.0440110751214673	17.5838708519432	0	0.687624938832087	0.860145183150013
Gains	=~	pgwork		0.793569687212887	0.0391682627596864	20.2605280729903	0	0.7168013028669	0.870338071558874
Gains	=~	pgvalues		0.648763926602662	0.0611736387063097	10.6052858767701	0	0.528865797935029	0.768662055270294
Gains	=~	pgprobsolve		0.755920050959158	0.053713752090901	14.0731194812066	0	0.650643031386479	0.861197070531836
SupportEnv	=~	SEacademic		0.823275845467005	0.0319223505768319	25.7899506330373	0	0.760709188034553	0.885842502899457
SupportEnv	=~	SEwellness		0.750029943375376	0.0497306852464636	15.0818340760489	0	0.652559591365809	0.847500295384942
SupportEnv	=~	SEnonacad		0.748532035586266	0.0371653997508185	20.1405619367724	0	0.675689190603628	0.821374880568904
SupportEnv	=~	SEactivities		0.797428402668846	0.0398838256462116	19.9937791761105	0	0.719257540836596	0.875599264501095
SupportEnv	=~	SEdiverse		0.786572389976775	0.041374589213082	19.0110017993381	0	0.705479685243995	0.867665094709555
Satisf	=~	sameinst		0.741161162050167	0.118268622621158	6.26676074874297	3.68635788561278e-10	0.509358921211538	0.972963402888795
Satisf	=~	evalexp		0.92956800667099	0.128662947402354	7.2248306559001	5.01820807130571e-13	0.677393263617605	1.18174274972437
DevAdj	=~	Belong		0.367771587325403	0.139943061910807	2.6280087222888	0.00858863134820531	0.0934882260939623	0.642054948556844
DevAdj	=~	Gains		0.304218359543321	0.131866382941035	2.30701982384209	0.0210537149959042	0.045764998207325	0.562671720879316
DevAdj	=~	SupportEnv		0.514390263247774	0.118420639916281	4.34375513940331	1.40067630984841e-05	0.282290073985677	0.746490452509871
DevAdj	=~	Satisf		0.403362137349051	0.11725153796511	3.44014368041021	0.000581405443875749	0.173553345805504	0.633170928892598
EmoDiss	=~	MHWdacad		0.888238122740092	0.0181399766959471	48.9657808071244	0	0.852684421735639	0.923791823744544
EmoDiss	=~	MHWdlonely		0.923121380835388	0.0137193463666963	67.2861050491636	0	0.896231956065232	0.950010805605543
EmoDiss	=~	MHWdmental		0.904195552748548	0.0161713425917096	55.9134498339113	0	0.872500303687139	0.935890801809958
EmoDiss	=~	MHWdexhaust		0.902312455251476	0.0180708969757135	49.9318023042323	0	0.866894148010743	0.937730762492208
EmoDiss	=~	MHWdsleep		0.817721940742834	0.0291479232747852	28.0542093182404	0	0.760593060900118	0.874850820585549
EmoDiss	=~	MHWdfinancial		0.83801523109069	0.0252556947001569	33.1812385697505	0	0.788514979073844	0.887515483107537
QualEngag	=~	QIadmin		0.91470801600629	0.0162499032149521	56.2900593256849	0	0.882858790952722	0.946557241059858
QualEngag	=~	QIstudent		0.902731063329385	0.0164707179224663	54.8082401495107	0	0.870449049401833	0.935013077256937
QualEngag	=~	QIadvisor		0.93491661541988	0.0133892301547829	69.8260172251881	0	0.908674206535788	0.961159024303972
QualEngag	=~	QIfaculty		0.932752938804752	0.0130667958020831	71.3834480107247	0	0.90714248963933	0.958363387970174
QualEngag	=~	QIstaff		0.895450191619741	0.0177384330960119	50.4807942602926	0	0.860683501609384	0.930216881630097
EmoDiss	~	x_FASt	a1	-0.18057642196643	0.107432124671284	-1.68084195038448	0.0927936178593523	-0.391139517104764	0.0299866731719037
EmoDiss	~	XZ_c	a1z	0.304988126789323	0.133712398580766	2.28092630172288	0.0225528082719026	0.0429166412845569	0.567059612294089
EmoDiss	~	cohort	g1	-0.192994643555358	0.0773529620651119	-2.49498711365319	0.0125961704524948	-0.34460366330047	-0.0413856238102457
EmoDiss	~	hgrades_c		0.0488760448841528	0.0740256238500172	0.660258466489661	0.509087978408961	-0.09621151179499	0.193963601563296
EmoDiss	~	bparented_c		-0.0775836062950915	0.0737528644617905	-1.05194024477904	0.292826966120272	-0.222136564396865	0.066969351806682
EmoDiss	~	hapcl_c		0.0819816520582219	0.0871745463336153	0.940431071983784	0.346996490297484	-0.0888773191242823	0.252840623240726
EmoDiss	~	hprecalc13_c		-0.0687205665965096	0.0779700790614616	-0.881371000564705	0.378117048321324	-0.221539113428715	0.0840979802356957
EmoDiss	~	hchallenge_c		0.0686196044600215	0.0563382811017571	1.21799251091957	0.22322681869588	-0.0418013974503159	0.179040606370359
EmoDiss	~	cSFcareer_c		0.0559453881167904	0.0714401133538602	0.783108893454289	0.433563169087683	-0.0840746611082345	0.195965437341815
EmoDiss	~	hacadpr13_c		0.0280897317768806	0.086458834275593	0.324891400771641	0.745263265347252	-0.141366469548599	0.19754593310236
EmoDiss	~	tcare_c		0.0320653872824717	0.0481760863122765	0.665587218410073	0.505674978353673	-0.0623580068056833	0.126488781370627
EmoDiss	~	StemMaj_c		-0.086835203815908	0.0708886406437176	-1.22495230586149	0.220593191047812	-0.225774386390597	0.0521039787587806
