lhs	op	rhs	label	est	se	z	pvalue	std.lv	std.all	std.nox
Belong	=~	sbvalued		1	0	NA	NA	0.623789049663369	0.877901945306575	0.877901945306575
Belong	=~	sbmyself		0.94965364473032	0.0687743795200915	13.808247364164	0	0.592383544555681	0.823618903980202	0.823618903980202
Belong	=~	sbcommunity		0.954142161963627	0.0683611245950734	13.9573795430567	0	0.595183432455043	0.848628868555746	0.848628868555746
Gains	=~	pganalyze		1	0	NA	NA	0.504830846766008	0.719888319953296	0.719888319953296
Gains	=~	pgthink		1.01887524443423	0.128314278220458	7.94046663056229	1.99840144432528e-15	0.514359652396656	0.77388506099105	0.77388506099105
Gains	=~	pgwork		1.11629984327122	0.132434120542279	8.42909545289611	0	0.563542595123374	0.793569687212887	0.793569687212887
Gains	=~	pgvalues		0.865732399967867	0.125276021582402	6.91059940308224	4.82613948804556e-12	0.437048420548547	0.648763926602662	0.648763926602662
Gains	=~	pgprobsolve		1.00100866415292	0.122577172659726	8.16635465178923	2.22044604925031e-16	0.505340051544432	0.755920050959158	0.755920050959158
SupportEnv	=~	SEacademic		1	0	NA	NA	0.563495697607291	0.823275845467005	0.823275845467005
SupportEnv	=~	SEwellness		0.997458649691614	0.133407285299073	7.47679294616863	7.61612994892857e-14	0.562063657642402	0.750029943375376	0.750029943375376
SupportEnv	=~	SEnonacad		1.04265428585734	0.0934564387498295	11.1565805396072	0	0.587531204172416	0.748532035586266	0.748532035586266
SupportEnv	=~	SEactivities		1.21754296645179	0.10402866817561	11.7039176585099	0	0.686080223247601	0.797428402668846	0.797428402668846
SupportEnv	=~	SEdiverse		1.05694623120417	0.101213402291678	10.4427497472938	0	0.595584653885792	0.786572389976775	0.786572389976775
Satisf	=~	sameinst		1	0	NA	NA	0.455362922570958	0.741161162050167	0.741161162050167
Satisf	=~	evalexp		1.28226161608684	0.401374804279606	3.19467391180238	0.00139988913285283	0.583894397001865	0.92956800667099	0.92956800667099
DevAdj	=~	Belong		1	0	NA	NA	0.367771587325403	0.367771587325403	0.367771587325403
DevAdj	=~	Gains		0.669445741248786	0.484356245681722	1.38213504464375	0.166930239876989	0.304218359543321	0.304218359543321	0.304218359543321
DevAdj	=~	SupportEnv		1.26347723980965	0.588310767886247	2.14763575439766	0.0317427027404915	0.514390263247774	0.514390263247774	0.514390263247774
DevAdj	=~	Satisf		0.800639245671535	0.348027129094289	2.30050814646298	0.0214194482930976	0.403362137349051	0.403362137349051	0.403362137349051
EmoDiss	=~	MHWdacad		1	0	NA	NA	0.790523123850179	0.888238122740092	0.888238122740092
EmoDiss	=~	MHWdlonely		1.07937767183214	0.0607924846698342	17.7551168979895	0	0.853273008950876	0.923121380835388	0.923121380835388
EmoDiss	=~	MHWdmental		1.01263350926558	0.060238860887127	16.8103030892801	0	0.800510205059997	0.904195552748548	0.904195552748548
EmoDiss	=~	MHWdexhaust		1.00255523976365	0.0475543837449835	21.0822885465193	0	0.792543099970327	0.902312455251476	0.902312455251476
EmoDiss	=~	MHWdsleep		0.944787564928003	0.0590277119473458	16.0058307150848	0	0.746876417201689	0.817721940742834	0.817721940742834
EmoDiss	=~	MHWdfinancial		1.08408410955104	0.078332094082695	13.8395905566698	0	0.856993556798628	0.83801523109069	0.83801523109069
QualEngag	=~	QIadmin		1	0	NA	NA	1.05204088140388	0.91470801600629	0.91470801600629
QualEngag	=~	QIstudent		0.974634197204211	0.0489962130808008	19.8920311575288	0	1.02535501987308	0.902731063329385	0.902731063329385
QualEngag	=~	QIadvisor		0.966307133516366	0.0390726059340713	24.7310643970574	0	1.01659460845142	0.93491661541988	0.93491661541988
QualEngag	=~	QIfaculty		0.945699052426946	0.0437491552517324	21.6163957220522	0	0.99491406465806	0.932752938804752	0.932752938804752
